# timestamp tx ty tz qx qy qz qw
1664896232.877311944962 0.289218932390 -0.004197562113 0.000000000000 0.000000000000 0.000000000000 0.001653951770 0.999998632221
1664896232.979132890701 0.315142959356 -0.004753999412 0.000000000000 0.000000000000 0.000000000000 -0.001403451320 0.999999015162
1664896233.090692281723 0.340739607811 -0.005396148656 0.000000000000 0.000000000000 0.000000000000 -0.004457174943 0.999990066746
1664896233.151091575623 0.388499379158 -0.006170994136 0.000000000000 0.000000000000 0.000000000000 -0.005597449480 0.999984334157
1664896233.301860332489 0.419557571411 -0.006285115145 0.000000000000 0.000000000000 0.000000000000 -0.008537173873 0.999963557667
1664896233.383960723877 0.472156107426 -0.007296502125 0.000000000000 0.000000000000 0.000000000000 -0.009389079989 0.999955921617
1664896233.515945672989 0.504996359348 -0.007953414693 0.000000000000 0.000000000000 0.000000000000 -0.011272258745 0.999936466073
1664896233.576661109924 0.563675642014 -0.009894792922 0.000000000000 0.000000000000 0.000000000000 -0.014672911373 0.999892347041
1664896233.677189111710 0.608363032341 -0.012832450680 0.000000000000 0.000000000000 0.000000000000 -0.015881829925 0.999873875785
1664896233.768106937408 0.677371680737 -0.015606002882 0.000000000000 0.000000000000 0.000000000000 -0.018882681558 0.999821706274
1664896233.880725145340 0.716827750206 -0.016536235809 0.000000000000 0.000000000000 0.000000000000 -0.020282973010 0.999794279342
1664896233.982507944107 0.752001702785 -0.020114490762 0.000000000000 0.000000000000 0.000000000000 -0.024777478583 0.999692991150
1664896234.083236694336 0.791246294975 -0.023386485875 0.000000000000 0.000000000000 0.000000000000 -0.026845286295 0.999639600358
1664896234.167192220688 0.882438719273 -0.028340825811 0.000000000000 0.000000000000 0.000000000000 -0.028070656878 0.999605941470
1664896234.267652511597 0.951774299145 -0.032704997808 0.000000000000 0.000000000000 0.000000000000 -0.030982058164 0.999519940808
1664896234.388227939606 1.038835287094 -0.039256531745 0.000000000000 0.000000000000 0.000000000000 -0.033260479614 0.999446717187
1664896234.490188837051 1.078936576843 -0.043881252408 0.000000000000 0.000000000000 0.000000000000 -0.035448740969 0.999371495873
1664896234.591272115707 1.125346302986 -0.049333453178 0.000000000000 0.000000000000 0.000000000000 -0.039444273172 0.999221771837
1664896234.686560630798 1.204187631607 -0.055874794722 0.000000000000 0.000000000000 0.000000000000 -0.041436286936 0.999141148249
1664896234.766987085342 1.263789176941 -0.061249617487 0.000000000000 0.000000000000 0.000000000000 -0.044482144569 0.999010179535
